,Date,Time,hashtags,tagged_usernames,Text,tokens,data
1173,2020-05-20,11:29:00,"[""#corona'""]","['@wgme', '@fox23maine']","['first', 'maine', 'inmate', 'tests', 'positive', 'coronavirus', '.', 'corona']","['first', 'maine', 'inmate', 'tests', 'positive', 'coronavirus', '.', 'corona']",first maine inmate tests positive for the coronavirus     corona
1174,2020-05-20,11:29:00,"['#punjab', '#pti', '#corona']",[],"['mpa', 'punjab', 'pti', 'shaheen', 'raza', 'passes', 'away', 'due', 'corona', 'may', 'allah', 'bless', 'soul', '.', 'first', 'casualty']","['mpa', 'punjab', 'pti', 'shaheen', 'raza', 'passes', 'away', 'due', 'corona', 'may', 'allah', 'bless', 'soul', '.', 'first', 'casualty']",mpa punjab of pti shaheen raza passes away due to corona  may allah bless her soul  this is the first casualty
1175,2020-05-20,11:29:00,['#corona'],"['@indiatoday:', '@harbhajan_singh']","['spit', 'bowlers', 'face', 'saliva', 'conundrum', 'post', 'corona', 'scenario', '.', 'talks', 'exclusively', 'india', 'today']","['spit', 'bowlers', 'face', 'saliva', 'conundrum', 'post', 'corona', 'scenario', '.', 'talks', 'exclusively', 'india', 'today']",to spit or not bowlers face saliva conundrum in post corona scenario  talks exclusively to india today
1176,2020-05-20,11:29:00,['#corona'],['@imrankhanpt'],"['thank', 'corona', 'eid', 'shopping']","['thank', 'corona', 'eid', 'shopping']",thank you  and corona for eid shopping
1177,2020-05-20,11:29:00,['#corona'],['@drusawasthi:'],"['iffco', 'organised', 'workshop', 'learn', 'live', 'corona', 'without', 'fear', 'association', 'archna', 'yogayatan', 'vasant', 'kunj']","['iffco', 'organised', 'workshop', 'learn', 'live', 'corona', 'without', 'fear', 'association', 'archna', 'yogayatan', 'vasant', 'kunj']",iffco organised a workshop on learn to live with corona without fear in association with archna yogayatan vasant kunj
1178,2020-05-20,11:29:00,"['#covid_19', '#coronavirus', '#corona', '#lockdownlevel3', ""#coronawarriors'""]",['@devprakashirs:'],"['nice', 'sir', '.', 'wishes', '.', 'humanitarian', 'approach', '.', 'covid_19', 'coronavirus', 'corona', 'lockdownlevel3', 'coronawarriors']","['nice', 'sir', '.', 'wishes', '.', 'humanitarian', 'approach', '.', 'covid_19', 'coronavirus', 'corona', 'lockdownlevel3', 'coronawarriors']",very nice sir our wishes  humanitarian approach covid  coronavirus corona lockdownlevel coronawarriors
1179,2020-05-20,11:29:00,['#covid19.'],[],"['recently', 'given', 'hope', '?', 'join', 're-collect', 'response', 'covid19', '.', 'share', 'story', 'join', 'us', 'co-cr']","['recently', 'given', 'hope', '?', 'join', 're-collect', 'response', 'covid19', '.', 'share', 'story', 'join', 'us', 'co-cr']",what has recently given you hope join recollect our response to covid share your story and join us in cocr
1180,2020-05-20,11:29:00,['#corona'],[],"['salute', 'brave', 'soldiers', 'aka', 'corona', 'warriors', '.', 'corona']","['salute', 'brave', 'soldiers', 'aka', 'corona', 'warriors', '.', 'corona']",salute to our brave soldiers aka corona warriors corona
1181,2020-05-20,11:29:00,"['#corona', '#coronainpakistan', '#stayhomesavelives\\xe2\\x80\\xa6']",['@khuram_sahi'],"['mashaallah', 'nice', 'dp', 'perfect', 'message', 'corona', 'coronainpakistan', 'stayhomesavelives']","['mashaallah', 'nice', 'dp', 'perfect', 'message', 'corona', 'coronainpakistan', 'stayhomesavelives']",mashaallah very nice dp with a perfect message  corona coronainpakistan stayhomesavelives
1182,2020-05-20,11:29:00,['#pakistan.\\n\\na'],['@azeema_1:'],"['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']","['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']",atrocities on minorities is now routine in pakistan  a hindu familyincl womenampchildren r beatenforced leave their home i
1183,2020-05-20,11:29:00,"['#corona', '#stayathome', ""#covid_19'""]",[],"['160', 'high', 'pa', 'da', 'blog', 'comments', 'backlinks', 'manually', '$', '10', 'corona', 'stayathome', 'covid_19']","['160', 'high', 'pa', 'da', 'blog', 'comments', 'backlinks', 'manually', '$', '10', 'corona', 'stayathome', 'covid_19']", high pa da blog comments backlinks manually for  corona stayathome covid 
1184,2020-05-20,11:29:00,"['#corona', '#emissions', '#reduction', '#climatecr\\xe2\\x80\\xa6""']",['@co2mustgo:'],"['better', 'corona', 'virus', '?', '.', 'yes', '!', 'heres', 'reduction', 'climatecr']","['better', 'corona', 'virus', '?', '.', 'yes', '!', 'heres', 'reduction', 'climatecr']",can we do better than the corona virus  yes we can heres how reduction climatecr
1185,2020-05-20,11:29:00,"['#china', '#australia.', '#beijing']",[],"['china', 'disrespected', 'people', 'australia', '.', 'beijing', 'pay', 'blind', 'arrogance', 'spreading']","['china', 'disrespected', 'people', 'australia', '.', 'beijing', 'pay', 'blind', 'arrogance', 'spreading']",china has disrespected the people of australia beijing will pay for their blind arrogance and for spreading
1186,2020-05-20,11:28:00,['#corona'],['@girishnaught:'],"['bjp', 'mumbai', 'distributing', 'special', 'ayush', 'kadha', 'cure', '99.95', '%', 'corona', 'patients..', '!', '!', 'looks', 'like', 'bjp', 'finally', 'found']","['bjp', 'mumbai', 'distributing', 'special', 'ayush', 'kadha', 'cure', '99.95', '%', 'corona', 'patients..', '!', '!', 'looks', 'like', 'bjp', 'finally', 'found']",bjp mumbai is distributing special ayush kadha that can cure  corona patients   looks like bjp finally found t
1187,2020-05-20,11:28:00,"['#bangalore', '#bangaloreboom', '#sonicboom', '#thor', '#corona.']",[],"['bangalore', 'bangaloreboom', 'sonicboom', 'mirage', '2000', 'thor', 'arriving', 'finish', 'corona', '.']","['bangalore', 'bangaloreboom', 'sonicboom', 'mirage', '2000', 'thor', 'arriving', 'finish', 'corona', '.']",bangalore bangaloreboom sonicboom mirage    thor arriving to finish corona
1188,2020-05-20,11:28:00,"['#education', '#corona', '#onlinelearning""']",['@ugc_india'],"['online', 'classes', 'cant', 'replace', 'live', 'classes', 'education', 'corona', 'onlinelearning']","['online', 'classes', 'cant', 'replace', 'live', 'classes', 'education', 'corona', 'onlinelearning']",online classes cant replace live classes  education corona onlinelearning
1189,2020-05-20,11:28:00,[],[],"['think', 'right', '.', 'right', 'cautious', 'right', 'turn', 'heat', 'utter', 'ineptitude']","['think', 'right', '.', 'right', 'cautious', 'right', 'turn', 'heat', 'utter', 'ineptitude']",i think that this is right he was right to be cautious but now right to turn up the heat on the utter ineptitude
1190,2020-05-20,11:28:00,"['#sthlmtech', '#corona!']",[],"['inspiring', 'see', 'sthlmtech', 'companies', 'adapt', 'times', 'corona', '!', 'continue', 'provide', 'stories', 'k']","['inspiring', 'see', 'sthlmtech', 'companies', 'adapt', 'times', 'corona', '!', 'continue', 'provide', 'stories', 'k']",inspiring to see how sthlmtech companies adapt in times of corona we will continue to provide these stories to k
1191,2020-05-20,11:28:00,"['#holidays', '#eu']","['@en_germany:', '@heikomaas']","['even', 'though', 'german', 'foreign', 'minister', 'sceptical', 'summer', 'holidays', 'abroad', 'travelling', 'within', 'eu']","['even', 'though', 'german', 'foreign', 'minister', 'sceptical', 'summer', 'holidays', 'abroad', 'travelling', 'within', 'eu']",even though german foreign minister  is sceptical about summer holidays abroad travelling within the eu should
1192,2020-05-20,11:28:00,"['#corona', '#covid', '#pharmacistonthefrontline', '#pharmacist_cadre', '#respect', '#narendramodi', ""#v\\xe2\\x80\\xa6'""]",['@nikhilparmar28:'],"['always', 'ready', 'fight', 'corona', 'covid', 'pharmacistonthefrontline', 'need', 'pharmacist_cadre', 'respect', 'narendramodi', 'v']","['always', 'ready', 'fight', 'corona', 'covid', 'pharmacistonthefrontline', 'need', 'pharmacist_cadre', 'respect', 'narendramodi', 'v']",always ready to fight corona covid  pharmacistonthefrontline  need of pharmacist cadre  respect  narendramodi  v
1193,2020-05-20,11:28:00,['#illegalimmigrants'],"['@missilltelluho1', '@craigsh8', '@real_defender', '@realdonaldtrump']","['allowing', 'illegalimmigrants', 'country', 'hurts']","['allowing', 'illegalimmigrants', 'country', 'hurts']",allowing illegalimmigrants into the country hurts or he
1194,2020-05-20,11:28:00,"['#corona', '#plandemic', ""#scamdemic'""]",['@youtube'],"['coronavirus', 'pandemonium', 'installs', 'nato', 'tech', 'hypster', 'trumps', 'stage', 'via', 'corona', 'plandemic', 'scamdemic']","['coronavirus', 'pandemonium', 'installs', 'nato', 'tech', 'hypster', 'trumps', 'stage', 'via', 'corona', 'plandemic', 'scamdemic']",coronavirus pandemonium installs nato tech hypster to trumps stage via  corona plandemic scamdemic
1195,2020-05-20,11:28:00,['#pakistan.\\n\\na'],['@azeema_1:'],"['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']","['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']",atrocities on minorities is now routine in pakistan  a hindu familyincl womenampchildren r beatenforced leave their home i
1196,2020-05-20,11:28:00,"['#corona', '#emissions', '#reduction', '#climatecr\\xe2\\x80\\xa6""']",['@co2mustgo:'],"['better', 'corona', 'virus', '?', '.', 'yes', '!', 'heres', 'reduction', 'climatecr']","['better', 'corona', 'virus', '?', '.', 'yes', '!', 'heres', 'reduction', 'climatecr']",can we do better than the corona virus  yes we can heres how reduction climatecr
1197,2020-05-20,11:28:00,"['#tripuracovid19count', '#tripura', '#tripuracovidupdates', '#corona\\xe2\\x80\\xa6']",[],"['covid', 'positive', 'cases', 'rise', '173', 'tripura', 'tripuracovid19count', 'tripura', 'tripuracovidupdates', 'corona']","['covid', 'positive', 'cases', 'rise', '173', 'tripura', 'tripuracovid19count', 'tripura', 'tripuracovidupdates', 'corona']",covid positive cases rise to  in tripura tripuracovidcount tripura tripuracovidupdates corona
1198,2020-05-20,11:27:00,"['#corona', '#\\xe0\\xa4\\xaa\\xe0\\xa4\\xb9\\xe0\\xa4\\xb2\\xe0\\xa5\\x87_\\xe0\\xa4\\xae\\xe0\\xa4\\xbe\\xe0\\xa4\\xa8\\xe0\\xa4\\xb5\\xe0\\xa4\\xa4\\xe0\\xa4\\xbe_\\xe0\\xa4\\xab\\xe0\\xa4\\xbf\\xe0\\xa4\\xb0_\\xe0\\xa4\\xb0\\xe0\\xa4\\xbe\\xe0\\xa4\\x9c\\xe0\\xa4\\xa8\\xe0\\xa5\\x80\\xe0\\xa4\\xa4\\xe0\\xa4\\xbf']",['@wewantrahul:'],"['corona', 'epidemic', 'focus', '___', 'bjps', 'focus', 'inhumanity', '.']","['corona', 'epidemic', 'focus', '___', 'bjps', 'focus', 'inhumanity', '.']",during this corona epidemic our focus on     but bjps focus on inhumanity
1199,2020-05-20,11:27:00,"['#corona', '#emissions', '#reduction\\xe2\\x80\\xa6']",[],"['better', 'corona', 'virus', '?', '.', 'yes', '!', 'heres', 'reduction']","['better', 'corona', 'virus', '?', '.', 'yes', '!', 'heres', 'reduction']",can we do better than the corona virus  yes we can heres how reduction
1200,2020-05-20,11:27:00,"['#coalwarriors', '#coronawarriors']",['@teamwcl:'],"['wcl', 'women', 'coalwarriors', 'emerged', 'true', 'coronawarriors', 'fulfilling', 'responsibilities', 'family', 'nation', '.', 'meet', 'wome']","['wcl', 'women', 'coalwarriors', 'emerged', 'true', 'coronawarriors', 'fulfilling', 'responsibilities', 'family', 'nation', '.', 'meet', 'wome']",wcl women coalwarriors emerged as true coronawarriors fulfilling responsibilities for their family and nation meet the wome
1201,2020-05-20,11:27:00,"['#corona', '#office']",[],"['new', 'rules', '2020', 'corona', 'alert', 'office', 'social', 'distancing', 'masksppescontinuous', 'washing', 'hands', 'soap']","['new', 'rules', '2020', 'corona', 'alert', 'office', 'social', 'distancing', 'masksppescontinuous', 'washing', 'hands', 'soap']",new rules in  corona alert office with social distancing and masksppescontinuous washing of hands with soap
1202,2020-05-20,11:27:00,[],"['@graciesamuels:', '@peterstefanovi2', '@robertbuckland']","['pm', 'entire', 'cabinet', 'levelled', 'public', 'lied', 'us', 'eve']","['pm', 'entire', 'cabinet', 'levelled', 'public', 'lied', 'us', 'eve']",the pm and the entire cabinet have not levelled with the public and have lied to us eve
1203,2020-05-20,11:27:00,[],"['@irtcso:', ""@pmoindia\\n@mohfw_india\\n@railminindia\\n@piyushgoyal\\n@sureshangadi_\\n@ir_crb\\n@comnrly\\n@irtsassociation\\n@pti_news\\n@airfcomms\\n@airfin\\xe2\\x80\\xa6'""]",[],[],
1204,2020-05-20,11:27:00,['#pakistan.\\n\\na'],['@azeema_1:'],"['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']","['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']",atrocities on minorities is now routine in pakistan  a hindu familyincl womenampchildren r beatenforced leave their home i
1205,2020-05-20,11:27:00,"['#square', '#monday', '#tuesday', '#optionstrading', '#options\\n#staytuned', '#stockmarket\\xe2\\x80\\xa6']",[],"['square', 'monday', 'tuesday', 'trade', 'optionstrading', 'options', 'staytuned', 'trades', 'stockmarket']","['square', 'monday', 'tuesday', 'trade', 'optionstrading', 'options', 'staytuned', 'trades', 'stockmarket']",square off monday and tuesday trade in optionstrading options staytuned for further trades stockmarket
1206,2020-05-20,11:27:00,"['#corona', '#covid19uk']",[],"['clinicians', 'fault', '?', 'corona', 'covid19uk']","['clinicians', 'fault', '?', 'corona', 'covid19uk']",so its the clinicians fault corona coviduk
1207,2020-05-20,11:27:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]","['56th', 'day', 'gohungergo', 'serving', 'kids', 'happiest', 'moments', 'journey']","['56th', 'day', 'gohungergo', 'serving', 'kids', 'happiest', 'moments', 'journey']",th day of gohungergo  serving kids are my happiest moments in my journey
1208,2020-05-20,11:27:00,"['#corona', '#covid', '#pharmacistonthefrontline', '#pharmacist_cadre', '#respect', '#narendramodi', ""#v\\xe2\\x80\\xa6'""]",['@nikhilparmar28:'],"['always', 'ready', 'fight', 'corona', 'covid', 'pharmacistonthefrontline', 'need', 'pharmacist_cadre', 'respect', 'narendramodi', 'v']","['always', 'ready', 'fight', 'corona', 'covid', 'pharmacistonthefrontline', 'need', 'pharmacist_cadre', 'respect', 'narendramodi', 'v']",always ready to fight corona covid  pharmacistonthefrontline  need of pharmacist cadre  respect  narendramodi  v
1209,2020-05-20,11:26:00,['#pakistan.\\n\\na'],['@azeema_1:'],"['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']","['atrocities', 'minorities', 'routine', 'pakistan', '.', 'hindu', 'familyincl', 'women', '&', 'amp', ';', 'children', 'r', 'beatenforced', '2leave', 'home']",atrocities on minorities is now routine in pakistan  a hindu familyincl womenampchildren r beatenforced leave their home i
1210,2020-05-20,11:26:00,['#corona'],['@aniketsp:'],"['realize', 'corona', 'stays', 'little', 'longer', 'environment', 'clear', 'might', 'go', 'back']","['realize', 'corona', 'stays', 'little', 'longer', 'environment', 'clear', 'might', 'go', 'back']",when you realize that if corona stays a little longer then the environment will be so clear that you might have to go back
1211,2020-05-20,11:26:00,"['#masstestingnow', ""#corona'""]",[],"['mass', 'testing', 'definitely', 'tasting', 'patience', '.', 'masstestingnow', 'corona']","['mass', 'testing', 'definitely', 'tasting', 'patience', '.', 'masstestingnow', 'corona']",no mass testing but definitely tasting our patience  masstestingnow corona
1212,2020-05-20,11:26:00,[],[],"['migrants', 'boarding', 'bus', 'paid', 'gratitude', 'towards', 'maharashtra', 'state', 'government', 'pune', 'police', 'giving', 'slo']","['migrants', 'boarding', 'bus', 'paid', 'gratitude', 'towards', 'maharashtra', 'state', 'government', 'pune', 'police', 'giving', 'slo']",migrants before boarding the bus paid gratitude towards maharashtra state government and pune police by giving slo
1213,2020-05-20,11:26:00,"['#newsalert', '#cobra']",[],"['newsalert', '|', '7', 'crpfs', 'cobra', 'commandos', 'injured', 'anti-naxals', 'operations', '&', 'amp', ';', 'undergoing', 'treatment']","['newsalert', '|', '7', 'crpfs', 'cobra', 'commandos', 'injured', 'anti-naxals', 'operations', '&', 'amp', ';', 'undergoing', 'treatment']",newsalert   crpfs cobra commandos who were injured in antinaxals operations amp are undergoing treatment in
1214,2020-05-20,11:26:00,[],[],"['climate', 'change', 'meets', 'privately', 'owned', 'dams', 'tell', 'republican', 'privatizing', 'government', 'working', 'fo']","['climate', 'change', 'meets', 'privately', 'owned', 'dams', 'tell', 'republican', 'privatizing', 'government', 'working', 'fo']",climate change meets privately owned dams  so tell me again how republican privatizing government is working out fo
1215,2020-05-20,11:26:00,[],[],"['work', 'done', 'dr.', 'manmohan', 'singh', 'bjp', 'either', '(', ')', 'denigrated', '(', 'b', ')', 'appropriated', '(', 'c', ')', 'relabelled', '(', ')', 'al']","['work', 'done', 'dr.', 'manmohan', 'singh', 'bjp', 'either', '(', ')', 'denigrated', '(', 'b', ')', 'appropriated', '(', 'c', ')', 'relabelled', '(', ')', 'al']",work done by dr manmohan singh that the bjp has either  a denigrated b appropriated c relabelled or d al
1216,2020-05-20,11:26:00,"['#covid__19', '#covid19', ""#corona'""]",[],"['92000', 'people', 'dead', 'usa', '.', 'covid__19', 'covid19', 'corona']","['92000', 'people', 'dead', 'usa', '.', 'covid__19', 'covid19', 'corona']",over  people dead in the usa covid   covid corona
1217,2020-05-20,11:26:00,"['#iamkaymagnate', '#corona', '#coronavirus', '#inspiring', ""#schoolsreopening'""]",['@king'],"['want', 'via', 'solomons', 'mine', 'iamkaymagnate', 'corona', 'coronavirus', 'inspiring', 'schoolsreopening']","['want', 'via', 'solomons', 'mine', 'iamkaymagnate', 'corona', 'coronavirus', 'inspiring', 'schoolsreopening']",i want to be more via  solomons mine  iamkaymagnate corona coronavirus inspiring schoolsreopening
1218,2020-05-20,11:26:00,"['#corona', '#28jihadi\\n@sudhirchaudhary', '#corona\\xe2\\x80\\xa6']","['@zeenews', '@sudhirchaudhary', '@zeenews']","['studio', '28', '+ve', 'corona', 'cases', 'chupe', 'hue', '...', '28jihadi', 'corona']","['studio', '28', '+ve', 'corona', 'cases', 'chupe', 'hue', '...', '28jihadi', 'corona']",studio m  ve corona cases chupe hue the  jihadi     corona
1219,2020-05-20,11:26:00,"['#india', '#fire', '#truck', '#lockdown4\\n#covid19', '#corona', '#bangalore\\n#industryinbihar', '#knowislam\\n#nepal\\xe2\\x80\\xa6']",[],"['fire', 'truck', 'india', 'fire', 'truck', 'lockdown4', 'covid19', 'corona', 'bangalore', 'industryinbihar', 'knowislam', 'nepal']","['fire', 'truck', 'india', 'fire', 'truck', 'lockdown4', 'covid19', 'corona', 'bangalore', 'industryinbihar', 'knowislam', 'nepal']",fire in truck  india fire truck lockdown covid corona bangalore industryinbihar knowislam nepal
1220,2020-05-20,11:26:00,"['#corona', '#lockdown4']",[],"['gradually', 'heading', 'towards', 'new', 'normal', '(', ')', 'amidst', 'corona', 'lockdown4', 'stay', 'safe', '!', '!']","['gradually', 'heading', 'towards', 'new', 'normal', '(', ')', 'amidst', 'corona', 'lockdown4', 'stay', 'safe', '!', '!']",gradually we are heading towards new normals amidst corona lockdown   stay safe
1221,2020-05-20,11:26:00,[],['@21wire:'],"['disturbing', 'indeed', '.', 'one', 'asking', 'point', 'tracking', 'tracing', 'quarantining', 'healthy', 'large', 'num']","['disturbing', 'indeed', '.', 'one', 'asking', 'point', 'tracking', 'tracing', 'quarantining', 'healthy', 'large', 'num']",very disturbing indeed but why is no one asking what is the point of tracking tracing quarantining the healthy in large num
1222,2020-05-20,11:26:00,"['#workingfromhome', '#corona', '#lockdown']",[],"['working', 'home', 'goals', '.', 'workingfromhome', 'corona', 'lockdown']","['working', 'home', 'goals', '.', 'workingfromhome', 'corona', 'lockdown']",working from home goals workingfromhome corona lockdown
1223,2020-05-20,11:26:00,"['#amphan', '#cyclonicstormamphan', '#cycloneamphanupdates', '#amphanupdate', '#covid19', ""#corona\\nhttps://t.co/g6zs0ovloo'""]",[],"['cyclone', 'amphan', 'live', 'updates', 'amphan', 'cyclonicstormamphan', 'cycloneamphanupdates', 'amphanupdate', 'covid19', 'corona', 'https//t.co/g6zs0ovloo']","['cyclone', 'amphan', 'live', 'updates', 'amphan', 'cyclonicstormamphan', 'cycloneamphanupdates', 'amphanupdate', 'covid19', 'corona', 'https//t.co/g6zs0ovloo']",cyclone amphan live updates amphan cyclonicstormamphan cycloneamphanupdates amphanupdate covid corona httpstcogzsovloo
1224,2020-05-20,11:26:00,"['#corona', ""#erasmusmc'""]",[],"['nurse', 'took', 'blood', 'erasmus', 'mc', 'rotterdam', 'wearing', 'mask', 'gloves', '.', 'corona', 'erasmusmc']","['nurse', 'took', 'blood', 'erasmus', 'mc', 'rotterdam', 'wearing', 'mask', 'gloves', '.', 'corona', 'erasmusmc']",the nurse that took my blood at erasmus mc in rotterdam was not wearing a mask or gloves  corona erasmusmc
1225,2020-05-20,11:26:00,['#coronapanelat'],"['@andreas_riedl:', '@viecer_']","['new', 'english', 'version', 'coronapanelat', 'blog', '1/8', 'audience', 'expectations', 'coronavirus', 'reporting']","['new', 'english', 'version', 'coronapanelat', 'blog', '1/8', 'audience', 'expectations', 'coronavirus', 'reporting']",new english  version at the coronapanelat blog    audience expectations of coronavirus reporting from
1226,2020-05-20,11:26:00,['#ressuruction'],[],"['ressuruction', 'i.e', '.', 'life', 'death', '...', '!', '!', 'fabricationa', 'falsehood', 'myth', '?', '?', '?', 'chek', '1800-2000-787', '-', 'toll', 'fr']","['ressuruction', 'i.e', '.', 'life', 'death', '...', '!', '!', 'fabricationa', 'falsehood', 'myth', '?', '?', '?', 'chek', '1800-2000-787', '-', 'toll', 'fr']",ressuruction ie life after death a fabricationa falsehood a myth  chek out at   toll fr
1227,2020-05-20,11:26:00,[],[],"['buy', 'daily', 'essentials', 'bill', 'payments', '*amazon*', 'easily', '.', 'shop', 'https//t.co/2pp2xba8cg']","['buy', 'daily', 'essentials', 'bill', 'payments', '*amazon*', 'easily', '.', 'shop', 'https//t.co/2pp2xba8cg']",buy daily essentials and do bill payments on amazon easily  shop now   httpstcoppxbacg
1228,2020-05-20,11:26:00,"[""#zo\\xe2\\x80\\xa6'""]",['@felistusngwira:'],"['official', 'presidential', 'address', 'excellency', 'nya-uyu', 'president', 'republic', 'vilekeke', 'covid-19', '.', 'zo']","['official', 'presidential', 'address', 'excellency', 'nya-uyu', 'president', 'republic', 'vilekeke', 'covid-19', '.', 'zo']",official presidential address from her excellency nyauyu the president of the republic of vilekeke on covid  zo
1229,2020-05-20,11:25:00,['#corona'],['@'],"['found', 'suspect', '.', 'corona', 'washington', 'd.c', '.']","['found', 'suspect', '.', 'corona', 'washington', 'd.c', '.']",i found the suspect corona  washington dc
1230,2020-05-20,11:25:00,"['#corona', '#coronanottoday']",[],"['corona', 'seems', 'lord', 'death', 'days', 'say', 'coronanottoday', 'taking', 'precautions', 'every', 'day', '.']","['corona', 'seems', 'lord', 'death', 'days', 'say', 'coronanottoday', 'taking', 'precautions', 'every', 'day', '.']",corona seems to be the lord of death these days and we say coronanottoday by taking all precautions every day we
1231,2020-05-20,11:25:00,[],[],"['results', '54', '%', 'households', 'low-income', 'areas', 'computer', 'laptop', 'home', 'childrens', 'online', 'clas']","['results', '54', '%', 'households', 'low-income', 'areas', 'computer', 'laptop', 'home', 'childrens', 'online', 'clas']",results  of households in lowincome areas have a computer or a laptop at home for their childrens online clas
1232,2020-05-20,11:25:00,"['#furloughscheme', '#ebom', '#electronics', '#components', '#technology', '#corona', '#covid1948\\xe2\\x80\\xa6']",[],"['everyone', 'think', 'furloughscheme', '?', '!', 'ebom', 'electronics', 'components', 'technology', 'corona', 'covid1948']","['everyone', 'think', 'furloughscheme', '?', '!', 'ebom', 'electronics', 'components', 'technology', 'corona', 'covid1948']",what does everyone think of the furloughscheme  ebom electronics components technology corona covid
1233,2020-05-20,11:25:00,"['#nigeria', ""#corona'""]",[],"['292', 'nigerians', 'evacuated', 'saudi', 'arabia', 'arrive', 'nigeria', 'nigeria', 'corona']","['292', 'nigerians', 'evacuated', 'saudi', 'arabia', 'arrive', 'nigeria', 'nigeria', 'corona']", nigerians evacuated from saudi arabia arrive nigeria  nigeria corona
1234,2020-05-20,11:25:00,"['#covid19', '#pharmacist']","['@jodhrajnagar20:', '@sharmakirtija']","['people', 'trying', 'stay', 'home', 'safe', 'many', 'covid19', 'warriors', 'like', 'pharmacist', 'fat']","['people', 'trying', 'stay', 'home', 'safe', 'many', 'covid19', 'warriors', 'like', 'pharmacist', 'fat']",when people are trying to stay at home and be safe many covid warriors like pharmacist  and her fat
1235,2020-05-20,11:25:00,"['#coronaupdatesindia', '#coronaupdates', '#corona', '#coronapandemic', '#covid19pandemic', ""#covid19ab'""]",[],"['5m', 'corona', 'cases', 'worldwide', 'coronaupdatesindia', 'coronaupdates', 'corona', 'coronapandemic', 'covid19pandemic', 'covid19a']","['5m', 'corona', 'cases', 'worldwide', 'coronaupdatesindia', 'coronaupdates', 'corona', 'coronapandemic', 'covid19pandemic', 'covid19a']",m corona cases worldwide  coronaupdatesindia coronaupdates  corona coronapandemic  covidpandemic covida
1236,2020-05-20,11:25:00,[],['@sidtmalumni:'],"['sidtm', 'collaboration', 'one', 'esteemed', 'alumnus', 'mr.', 'rajan', 'dhawan', 'batch', '2001-03', 'organized', 'webinar', '.', 'date']","['sidtm', 'collaboration', 'one', 'esteemed', 'alumnus', 'mr.', 'rajan', 'dhawan', 'batch', '2001-03', 'organized', 'webinar', '.', 'date']",sidtm in collaboration with one of our esteemed alumnus mr rajan dhawan of batch  has organized a webinar  date
1237,2020-05-20,11:25:00,"['#covid\\xe3\\x83\\xbc19', '#covid19aus', '#coronavirus', '#corona']",[],"['kun', 'anons', 'timeline', 'covid', '.', 'covid19', 'covid19aus', 'coronavirus', 'corona']","['kun', 'anons', 'timeline', 'covid', '.', 'covid19', 'covid19aus', 'coronavirus', 'corona']",from kun anons timeline of covid covid covidaus coronavirus corona
1238,2020-05-20,11:25:00,"[""#corona'""]",[],"['dear', 'world', 'long', 'pause', ';', 'dont', 'think', 'time', 'play', '?', 'corona']","['dear', 'world', 'long', 'pause', ';', 'dont', 'think', 'time', 'play', '?', 'corona']",dear world  it has been a long pause dont you think its time to play again  corona
1239,2020-05-20,11:25:00,['#gohungergo'],"['@seethakkamla:', '@incindia', '@mahilacongress', '@chhattisgarhpmc', ""@r\\xe2\\x80\\xa6'""]","['56th', 'day', 'gohungergo', 'serving', 'kids', 'happiest', 'moments', 'journey']","['56th', 'day', 'gohungergo', 'serving', 'kids', 'happiest', 'moments', 'journey']",th day of gohungergo  serving kids are my happiest moments in my journey
1240,2020-05-20,11:25:00,[],[],"['sidtm', 'collaboration', 'one', 'esteemed', 'alumnus', 'mr.', 'rajan', 'dhawan', 'batch', '2001-03', 'organized', 'webinar', '.']","['sidtm', 'collaboration', 'one', 'esteemed', 'alumnus', 'mr.', 'rajan', 'dhawan', 'batch', '2001-03', 'organized', 'webinar', '.']",sidtm in collaboration with one of our esteemed alumnus mr rajan dhawan of batch  has organized a webinar
1241,2020-05-20,11:25:00,[],[],"['team', 'medical', 'education', 'department', 'working', 'relentlessly', 'increase', 'testing', 'capacity', 'stat']","['team', 'medical', 'education', 'department', 'working', 'relentlessly', 'increase', 'testing', 'capacity', 'stat']",the team at medical education department has been working relentlessly to increase the testing capacity in the stat
